,row,output,mse,is_alpha_credible,log_lik,c_mean,c_var,post_mean,cost,status,post_var,y_test,ls_dim_1,ls_dim_2
0,0,f_1,0.36922397265487605,1.0,-1.0272724222325866,14868.779298231735,443273945.9807437,42.588632524742934,117.58535633351818,Errorb'ABNORMAL_TERMINATION_IN_LNSRCH',0.7678120732307434,43.19627055239992,74.5137573312259,394.3693681345674
1,1,f_1,0.0003097547772693012,1.0,0.23179484831175934,21640.445965316605,403007415.6995308,116.06070062936487,118.79153172013798,Errorb'ABNORMAL_TERMINATION_IN_LNSRCH',0.09980165958404541,116.07830048099122,72.86928813871496,386.82931681840387
2,2,f_1,0.27104713755384935,1.0,-1.1845554081000953,32734.148897701732,985892946.1817267,155.51451861285386,117.14283000636925,Errorb'ABNORMAL_TERMINATION_IN_LNSRCH',1.4020087718963623,156.0351404886465,87.38967414524805,483.9285207241589
3,3,f_1,0.0033006210547922906,1.0,0.32569319706449706,29105.22410692575,645627275.7804929,20.770976591134968,118.75273647377219,Errorb'ABNORMAL_TERMINATION_IN_LNSRCH',0.07960104942321777,20.828427622934164,80.17416339581735,435.9496146268216
4,4,f_1,0.002335604807201103,1.0,-0.39035962578495154,24456.85732963021,578995683.431303,39.42621450955994,118.0632995486427,Errorb'ABNORMAL_TERMINATION_IN_LNSRCH',0.3450983762741089,39.37788641413708,78.2752664374444,424.6136604852017
5,5,f_1,0.08582284015013748,1.0,-1.699043835729468,741.2581941694043,212019.03395459766,73.50816216979547,127.56526452475495,Converged,4.67320783334435,73.80111752501216,14.632499738500417,51.03013779986793
6,6,f_1,0.23860547978593794,1.0,-0.8997231220613602,19949.394891397023,511340655.98475605,18.681591886022943,117.60540530008356,Converged,0.6761720776557922,18.193119287215254,76.55837089073749,410.6103410171659
7,7,f_1,0.8015299765049744,1.0,-1.3375778407025896,24904.373311629908,424208119.1254128,174.63788941355233,117.20981939784389,Errorb'ABNORMAL_TERMINATION_IN_LNSRCH',1.1520246267318726,173.74260734822042,73.87823175577782,393.86245387578555
8,8,f_1,7.172559690220104e-05,1.0,-0.2683819152226299,26934.720754572903,579813380.7987021,55.20831436828303,118.18480793756106,Errorb'ABNORMAL_TERMINATION_IN_LNSRCH',0.27215683460235596,55.21678346486426,78.31541257047809,425.35184141685846
9,9,f_1,0.675872281152649,1.0,-1.3037557952941103,38391.1643995833,551679667.7805322,3.729362983664032,117.35974904085262,Errorb'ABNORMAL_TERMINATION_IN_LNSRCH',1.2657496929168701,2.907248465392612,78.15069632301892,421.2698787970144
10,10,f_1,0.2002318807845411,1.0,-0.7525573413582027,24254.218720412046,457273941.8762763,6.7964450513718475,117.76561751374246,Converged,0.46691954135894775,7.24391782236975,75.02393871509395,399.6171914110293
11,11,f_1,0.164388804694081,1.0,-2.218896837516047,541.8700314054277,103055.0566573928,16.310486642562864,129.74726497395724,Converged,13.29720617584826,16.715935535389175,12.349338171820103,40.82447201331378
12,12,f_1,0.15086983627322223,1.0,-0.9665023500194372,38989.28780901263,759850434.0508249,2.4386808706331067,117.49863296368582,Errorb'ABNORMAL_TERMINATION_IN_LNSRCH',0.9360911846160889,2.0502612054857017,83.11394743119291,454.48235985162694
13,13,f_1,0.0005156395993201595,1.0,0.0497466330902141,26380.888802596175,647771865.902403,44.699121081077465,118.47982898941231,Converged,0.14356577396392822,44.67641338195756,80.49463460612107,432.10468492889254
14,14,f_1,0.009950284682607053,1.0,-0.14881168475780993,28083.844972391373,923753523.1208509,0.846249346381228,118.20474698719491,Converged,0.20412993431091309,0.7464982326901666,86.34563535626364,472.88417697476444
15,15,f_1,0.18912945354165261,1.0,-0.9285461127051271,15840.913949757509,197493054.66233757,4.870784122191253,117.9039490279811,Errorb'ABNORMAL_TERMINATION_IN_LNSRCH',0.8062472641468048,5.305674284808957,63.10022019480537,324.3358506805516
16,16,f_1,0.05378471884125055,1.0,-0.7028837494258543,6406.83603235611,22869590.782370582,72.709276865211,119.59840363188239,Converged,0.5928382575511932,72.4773615383323,40.48759973159928,186.92369496194385
