,row,output,mse,is_alpha_credible,log_lik,c_mean,c_var,post_mean,cost,status,post_var,y_test,ls_dim_1,ls_dim_2,ls_dim_3,ls_dim_4
0,0,f_1,0.007519665491265028,1.0,-0.33520984163787404,959.8603414490217,113850000.89364925,15.539131839513175,138.37517236383016,Errorb'ABNORMAL_TERMINATION_IN_LNSRCH',0.3035435080528259,15.45241583469708,60.73683656084456,202.37897165371442,463.52627589017516,247.1839424551131
1,0,f_2,671.2592391056199,0.0,-10.64963671392262,45.773048845348605,4430.620828059148,25.935065827906374,282.8181959097542,Converged,42.73820751419953,0.02639470981118146,4.7779547424116275,22104.479289391013,9.433667499685223,2.0159567874067466
2,0,g_1,2.077124328905749,1.0,-2.912903684475868,13583.282732127696,402.3838791218966,13592.138030058502,283.79842250904755,Converged,51.82381562606071,13590.696806852713,1.4145957452635014,3.639705948775871,331.0881932063818,1.6486481094652692
3,0,g_2,14360.42379161304,1.0,-6.751884681150239,29524.626088538294,578651.681345954,29861.969960661416,597.4972468867821,Converged,101098.24570421886,29981.80494633594,5.114996190644036,25265.579968450755,1.277270823174774,1.2189252289099028
4,0,g_3,9.96712744161175e-13,0.0,,-14.729297813714243,965.3565336606241,-1.5124494887299313,-641.2216929690903,Errorb'ABNORMAL_TERMINATION_IN_LNSRCH',0.0,-1.5124504870849504,373.8469345048734,13425.975110399004,14523.93997064522,402.2801229424431
5,0,g_4,14072714.002035802,1.0,-12.224479188938604,8052237.48179077,117168771958460.0,5159217.5661150105,1088.152155726916,Converged,6590836535.640625,5155466.2044952735,1076902.5187452238,1499453.3314055381,13.4808648305468,3.4819460837924323
6,1,f_1,9.730775575963708e-05,1.0,0.481205423141028,955.0444838191535,116926640.67258734,24.77348200335757,139.19185571352205,Converged,0.06069517135620117,24.783346472717838,61.1567772542188,202.74918153508992,465.9654523807259,249.87905005434666
7,1,f_2,2.4893155201755657,1.0,-2.282621904499803,42.639363089464744,3897.8386701798863,-1.1492540292016713,289.3768365082551,Converged,12.538954854946951,0.4285024539653495,5.016128738383359,17653.73451469267,7.473445472250332,1.922826949385035
8,1,g_1,72.40537939291498,1.0,-3.931104926248458,13580.327649974084,496.6348631388384,13586.130893812759,282.6042828930651,Converged,26.274414032385494,13594.640028868269,1.585799642755399,4.285559188507033,29.20347597016192,1.907168049804203
9,1,g_2,1411.8228862541926,1.0,-5.61237843742745,29579.080159445934,578902.5389131256,29932.234197741374,583.8963110385245,Converged,10418.865294130403,29894.659966062547,4.3929308055517025,3867.458559270111,0.4647199406107903,26.474161784153516
10,1,g_3,9.654379955581128e-12,0.0,,31.67409602277919,1187.5670561299771,0.920683623338185,-645.1240982097888,Converged,0.0,0.9206867304879972,241.97858920831436,23032.51465821011,25500.54835653823,497.6671065757892
11,1,g_4,62839.896656822464,1.0,-10.575661741397326,8055721.349874601,117147616035264.33,4880478.86750178,1089.8053495153063,Converged,244124526.40625,4880228.1886302,336222.7248217719,437173.78440780437,13.44963725281681,3.4885456849096412
12,2,f_1,0.0022595717891168293,1.0,0.7139727286073345,953.9427036563999,115380771.50757173,16.786477773929278,139.42346921404248,Errorb'ABNORMAL_TERMINATION_IN_LNSRCH',0.035833194851875305,16.738942820588427,60.50464684557697,204.8207758736975,465.7839903695644,247.27018089738465
13,2,f_2,0.5921625667538446,1.0,-2.30413023529105,41.521975507024116,3848.8939027595925,-0.7390199180855674,289.34962759176113,Converged,15.361029297114783,0.030501080168440317,5.026419724790756,17432.66370718683,7.542477278118683,1.88470303084427
14,2,g_1,13.62720254347767,1.0,-2.8455760112972905,13582.887717779831,411.21437683912126,13599.79879910966,283.8620914993519,Converged,29.881167536317662,13596.107295006523,1.4223001787096698,3.6839741696698614,328.46659094370585,1.6749411248670123
15,2,g_2,9.238968320234632,1.0,-6.3613352097546265,29534.95433150038,578691.4264509921,29968.44407084943,597.8902210623253,Converged,53349.515491313534,29971.483637976544,5.1891417864840825,29780.700508306472,1.2618240315928924,1.2159785955788134
16,2,g_3,8.987419255616205e-13,1.0,11.732162459469107,-50.19746741466852,1048.251703828214,-0.4745365809712041,-650.8583542990197,Errorb'ABNORMAL_TERMINATION_IN_LNSRCH',9.322320693172514e-12,-0.4745356329512014,403.7036176939318,18637.45553926229,20694.706015959495,444.77354963071247
