,x0,x1,x2,x3,x4,x5,x6,x7,f_1
0,0.08071218093795443,17888.325703379982,103617.66455262064,992.6102420808563,69.41585417277537,716.7700247159062,1576.3228989858198,11842.291352604061,42.22742268248706
1,0.05488600266991788,45407.83091869083,83494.08662069574,1066.899780625737,64.02094228512587,749.9836320052887,1125.7837633542256,11983.708494960749,31.818013310635173
2,0.10938424330528489,36638.916496743106,89291.22590964304,1055.223300144386,71.36631366626196,807.1725134685965,1219.0137314606707,10080.570682743206,76.42937925146396
3,0.08698999322150591,8968.282827875371,98789.73393419076,1021.6756213334811,88.5537895633551,780.1223235137946,1306.4502512891108,10201.629377164072,44.66910021563247
4,0.11848353841925786,16042.110782895143,90963.83734220316,1101.9571801011143,112.43337565388354,791.8130847579273,1184.3248621628325,11501.738454577326,131.89188468028885
5,0.07614082496417464,7089.094693969411,64234.37516454207,1089.9496074563747,111.1726025981475,755.6389147728692,1559.5285850267912,10599.466915122735,41.29949859205964
6,0.12745557657479395,30341.215703577425,92855.63138970235,1036.0394293595969,75.40910247433334,720.6072130786418,1483.346262658027,10712.563884350617,115.14861147150806
7,0.10475877899930242,26063.729651150763,74874.98055510086,997.7238980768504,77.18586396743292,811.4076752005344,1466.9903333725208,10332.230671173533,44.96267358385875
8,0.1219141316975869,23763.359689506768,71748.00661587738,1074.9365777459932,98.60823863919701,735.2668774708864,1415.0614459138815,10524.583505101975,117.1616115166129
9,0.11477603319834537,14069.667134236139,66510.01969124978,1028.9600960397006,91.52371071242746,778.4425609420479,1398.7440531119146,11679.833444832688,85.96812844969617
10,0.13848967934103362,6096.059082837312,102331.33267616667,1079.9668375044105,78.60734754435725,730.3699444210096,1523.2312336743983,11481.56906742861,157.22992289434228
11,0.1361630322391703,45852.50436133327,111239.11571215065,1054.8414915733008,102.4734421136946,711.0164477771798,1157.2241227349343,11943.15604061511,204.25498008713598
12,0.07288121375941468,41545.3110128998,97154.68273895956,1107.4476977104707,85.93508186109662,815.4644985724706,1206.1030647851942,10305.506235312878,41.48634760722381
13,0.14904995445939456,48984.35855377304,108414.74280488619,1098.481879249353,106.38837585788434,800.3158386545151,1642.5018704506488,11072.36039907867,139.03901232612148
14,0.06228435223217695,32744.438367921957,82210.7942246313,1010.5522156347057,115.82851522462116,766.3387583276977,1607.1931862560946,9973.358272398928,18.444028891450163
15,0.14214918703894752,20591.48607717401,111014.51814999965,1082.205744125234,72.25105333167318,752.8594948383019,1329.5287404724302,10423.858202447202,161.8068400465928
16,0.0972277708749356,34337.853093603415,93722.13402170704,1049.0450927113334,81.98298667338722,704.8234277822343,1668.1879547986955,9930.748168156866,60.59043664432995
17,0.13049812109532669,1836.050260871168,71825.72263607918,1042.5266766048858,84.62243743414096,799.3777832717481,1619.1149486121012,11285.759107433523,90.07009204258013
18,0.06729659549723856,42052.634541283944,114444.91664981554,1003.5134951640862,104.44484103128492,744.3796696272266,1364.3452183329841,10880.300693401563,29.334248127923384
19,0.0658762630722228,37855.93583210595,76266.6165968305,1018.7287566499214,108.34191367842975,725.8803351801882,1513.2305240670785,11166.900686915455,29.405369953053206
20,0.10316616126682829,28496.159221080085,69580.50812682853,1061.2673457062144,66.68119655954382,786.324535967489,1438.3942632620906,10996.237448458867,69.7465388412781
21,0.09368510612847666,12305.005665709654,105142.29515077747,1009.3784968647128,93.42388241623448,760.3819665839766,1261.0446886920888,11363.192780226229,61.55894158278183
22,0.05224071157414421,4034.6694274603483,79425.7949263973,1032.2991121545458,98.0162650848903,773.8923416995759,1342.6506312437334,11761.096405230344,19.380292832726994
23,0.0877481005750104,22230.110369709357,85091.31498768926,1091.0509255181078,95.63749636769722,705.3490815074279,1237.0703361972894,10802.226659631433,81.11450012457135
