,row,output,mse,is_alpha_credible,log_lik,c_mean,c_var,post_mean,cost,status,post_var,y_test,ls_dim_1,ls_dim_2,ls_dim_3,ls_dim_4,ls_dim_5,ls_dim_6,ls_dim_7,ls_dim_8
0,0,f_1,221.13330856784026,0.0,-5.001999284655518,87.96311002272246,2164.0675869203046,131.91654243253572,167.9669519277956,Converged,52.61067192320979,117.04599070881544,0.06717875434849846,43127.0869347241,45578.55416988722,216.64905474008137,1752.152793013068,222.45227187461822,1342.6238169501923,12945.829421479884
1,1,f_1,94.33606810286079,1.0,-3.769808865237897,97.74107853283193,2283.998959515031,144.0241929116485,169.29545071382094,Converged,174.19914399650224,153.73686855242127,0.060336588470929146,42387.72373165808,43748.94608555037,245.26210266583084,2037.9152807217129,254.98813457524673,1226.4189121920087,11786.02106916887
2,2,f_1,0.3537297493297425,1.0,-3.2542325195836663,94.24624961142463,1989.6221061917613,61.99429126318314,169.78292446248298,Converged,106.4061778858636,61.39953942474148,0.05622287432415025,41544.558346354104,44139.82230706686,228.8364651942325,1262.9776432609422,233.3028965158308,1122.7685239594784,9384.375843126882
3,3,f_1,14.853727821334337,1.0,-3.6299649460991366,93.25972029418939,1858.5667888176417,68.57741454951493,169.27534687502455,Converged,210.95412724594598,72.43146797692539,0.05432274880538821,41388.599843295786,44750.652527482656,225.80878092278084,1575.0601660651166,232.46397218609897,1046.5459626165934,8321.765870261526
4,4,f_1,178.59570478738735,1.0,-4.1041194297933306,96.77382893537121,1363.3402302311727,43.8413687091837,171.0890077766945,Converged,351.54015411195417,30.477398311603967,0.04323391152482322,39871.304984601345,42776.78716681099,186.472369093699,1076.187899832266,206.02367887646128,983.2131083293011,3570.673260591892
5,5,f_1,3041.96364047377,0.0,-16.646131406226523,95.40915177097858,7453.387899829537,180.67112384255532,156.62832591632127,Converged,113.84798267422684,235.82512315787034,0.11913165900705433,65600.49228480857,70312.49177172195,384.6528106052357,13887.623523832706,449.59727231824365,3952.82925678306,82015.72338901281
6,6,f_1,31.589845057754623,1.0,-3.4873637161809197,90.8206396667184,1673.3534136186026,94.16763063602062,169.63296662338084,Converged,134.57339264551388,88.54714622115435,0.05261186331332024,41752.87320455599,44197.6838057787,220.02450581509993,1118.8217262712285,225.8236500495862,998.1948748177374,5630.293710401215
7,7,f_1,47.68078614428254,1.0,-3.6993119522191074,78.23783637556248,1551.774463974615,117.44456524857318,171.86649811241324,Converged,206.3783254226289,110.53943772301056,0.052147174201189146,39845.01926072351,43461.880306119994,175.69634252387854,253.340890087062,201.96712197007693,962.7141175460671,3204.6936389138473
8,8,f_1,1.0831751161997043,1.0,-3.600383496730149,96.66337774804255,2257.5389181276005,90.02451806258199,169.27432799469125,Converged,212.25465154213566,88.98376107067672,0.05887840737443696,43058.651244876695,44549.58005335608,233.60695332907576,1489.986873953918,248.83977897777865,1187.093377772823,13740.074763804887
9,9,f_1,2.0653262525109835,1.0,-3.559993490592515,90.69556228600585,1882.2436967760184,39.62696509817714,169.61785823311365,Converged,194.70831761929117,41.064089397780684,0.05477176466083919,41802.15247521492,43770.54351379635,229.52520022116892,1103.3186297955663,238.20195861042123,1001.3698129984315,5962.7862768564455
