,x0,x1,x2,x3,x4,x5,x6,x7,f_1,g_1,g_2,g_3,g_4,g_5,g_6
0,2148.4796847315342,1163.2705877157912,1877.0771631859038,595.8560778165554,817.2134014908412,976.9976413492427,885.5407744089869,320.8586522817248,5188.8274356332295,2.9321342979144953,1.7672452452081813,-5.963547492091164,-1470998.7021121338,-60285.03266449121,138662.66085219616
1,5483.512643478253,5070.637247095387,3168.0939294345753,264.0300086444935,721.1802017367138,512.0646080333885,741.6778929228896,340.84470736151184,13722.243820008216,0.9402365416947049,1.9970702150377746,-4.803354943752019,-2122870.028621659,-1850541.4116530672,651988.0665367909
2,371.4905546571905,5033.684577200665,4452.890378776869,12.618994244802032,533.0734568222389,37.042720647868634,947.6880463183553,709.5767545630925,9858.065510634726,-0.8758457127683233,2.6703562722394807,0.7650329774085367,-49429.480099882654,-4056274.587818495,-868633.4783882331
3,7878.778575432059,9086.78798613689,2942.2069732780437,740.0709349800486,568.1246040718697,830.1982079060485,557.4320498957198,793.1883236156154,19907.773534846994,2.925672857215243,-0.0362857025311476,1.250637195437457,-5219678.15204338,1444667.9131504917,-832495.555253177
4,6990.021421895858,5777.4598475657685,5380.6452039381575,405.76633410986574,927.8227022275397,49.83153377900434,414.3827399823748,882.3486423585937,18148.126473399785,0.13899466972217533,1.341097770250122,-1.4547405986894604,605483.6023233548,602789.5211883415,-824876.9734314089
5,3173.6911613879106,2808.5162193223514,6134.092106672505,79.91267300512966,741.9475350989571,235.0126175258766,17.00154674115733,186.96178311349064,12116.299487382767,-0.21268677367248423,0.6975910220874619,-6.549857519854665,-445227.8547424204,1004230.496105487,2799464.882822362
6,1196.2720795694972,3406.1304351156546,4974.007577519726,316.95462398850873,158.1668253741647,143.96817302556326,442.24816587549464,302.001514196074,9576.410092204878,0.1523069925351801,-0.2913490818471234,0.4383468882190935,128197.36475383442,-625250.8946126308,139148.10445421934
7,8483.859036891135,7502.897986689543,6542.820084507881,291.0993644958858,601.0212447731161,619.9106311498035,460.29311615994453,398.9938185453337,22529.57710808856,1.277524989114223,0.925537491092937,-3.0202742622778245,-4251599.272470279,-882041.1083741786,1069275.9900117791
8,4733.102311904653,2676.449578211451,2258.9792408205603,413.34033296061347,999.6010481327108,355.5981568005726,926.5687942118262,556.5345184223512,9668.531130936664,0.922346224402965,2.7820737734598096,-5.430665297103596,-948655.6185876512,-640804.2046767985,-248124.5274136688
9,1908.0551609331587,1697.8906835309795,8615.647107875546,320.0351814627376,337.1917885205354,776.8778407511467,591.8620491336968,890.0677155476268,12221.592952339684,1.7422825555347106,0.5225466404787364,4.528759270270914,-1108157.8661095179,-440086.5473296828,-4356363.35300631
10,2594.8452190073185,6070.034531352843,2149.605506462267,572.5027087390891,384.6948099605754,437.81934831547153,589.4823746920378,623.1403590656427,10814.485256822429,1.5258051426364019,0.004186189783810024,1.3844554910506726,-482837.128884198,-337827.0321383764,-224300.89024910983
11,8722.11362041252,1886.2019259774443,3654.4716174168425,810.3504804893217,836.6288783154636,271.6446388929883,424.8686035160602,268.66736128691554,14262.787163806806,1.7049877984557753,0.127867503355505,-6.679615170285481,-905145.9677699445,759944.6560590434,1234027.0479771825
12,9279.682590397737,1606.3080556351235,6992.271440529103,191.6344537218106,979.2873922357592,707.6350345118223,663.0936451414575,633.0064763711513,17878.26208656196,1.2481737205840822,2.6268664591385154,-4.462809158646079,-5562298.361836265,227257.47606183507,1223071.677810961
13,3032.126261825632,6798.448108480101,3549.47150628931,979.867392402977,174.5798692496037,94.12193675893415,767.7760168001424,613.0708763268799,13380.045876595043,1.6849733229047779,-1.093778765883077,3.3849100707727624,751045.0602989093,435282.80735031655,-742861.0085089055
14,9409.662772393303,9433.90740385571,9641.68071946081,355.7784383348931,124.2522616535719,905.5464602676263,224.64541135072625,179.02593426737963,28485.250895709825,2.1533122465062986,-1.0172019133264874,-0.4522632738619228,-7366772.1290342035,947689.1133042909,411259.08269146166
15,980.7969733935897,2469.98853189035,3337.5278398537735,989.6960432739302,61.10477735552492,320.45183807649704,728.1225354186151,999.1529920645798,6788.3133451377125,2.275369703376068,-1.5011718262494753,8.38048214709055,525194.0692110114,-514655.5177490481,-2033523.9751054128
16,5565.453955655192,4560.435775838361,5585.5957747297125,276.0669481469176,557.6737303800825,969.7652132727364,541.6484675166047,923.5346400890769,15711.485506223265,2.114580403549135,1.0581381243744237,2.6586090970899443,-4693916.0141120525,-859158.9845435736,-2187735.4773595342
17,3317.74652673336,7645.836860039673,6421.118770640378,921.9246892098164,695.0220818873643,428.8333705372634,896.8898653454224,945.1367400789551,17384.702157413412,2.3768951493676997,0.6749681450574259,1.5011465819159082,-406049.2814645965,-92216.08006608102,-2093571.1312447367
18,7985.194027709374,8804.740254452481,8884.943306535759,674.5020555979112,142.0906783258034,341.59958904090087,269.0484129610214,315.13075241564707,25674.877588697615,1.5402541115970303,-1.6584074107777158,0.7304007408984368,-1450468.430769853,2904399.7870492795,-642677.9438615169
19,2046.8846298209746,5477.929136334263,2091.131743204831,847.1519070900141,951.2742399224657,210.16714885911313,607.2855180419347,664.6175325239775,9615.945509360068,1.6432976398728183,0.7785196271859656,-3.8665670739848816,397126.45684720937,1444123.9974343288,-528748.6595626061
20,5732.473002051766,7348.765626185008,1041.4390615518646,161.90669164146678,408.6050233783586,488.57546210335425,29.941862188917554,27.31904495926332,14122.677689788638,0.6262053843620528,-0.3083995151854765,-4.8128597841909535,-2175909.567416821,1278151.5172173753,625573.5531017705
21,3708.7186466306034,8537.183014814082,9036.138950470377,135.68305628749692,972.8866675486096,12.728740260016133,488.64643710762135,249.16908448498998,21282.04061191506,-0.6289705086312174,2.314625120921835,-8.237175830636197,353400.3185299825,-1966808.4655125295,5357395.9725899305
22,5802.839849266948,8375.394169556494,7753.504272939256,228.24476154448055,222.19315880434917,62.200318240083135,917.3046775406876,47.25878715998556,21931.738291762696,-0.2738873005385908,1.2781326870013907,-2.749343716443636,326215.94892071566,-5778712.906334885,2050871.501017644
23,4186.117209596614,9586.130742171545,1591.7023505434431,475.29136368722556,905.2402336882162,503.44163819465166,144.24535178331843,44.97856954311938,15363.950302311601,1.4468325047046933,0.43548555446077275,-9.602616641450968,-1376111.56787877,3710886.4392865696,356179.9286816241
24,8288.011336899446,5637.2625241642845,1903.7885954358771,618.5945306273294,948.8251541579945,743.2146532901604,157.84612310339057,824.2871361674917,15829.062456499609,2.404522959793725,0.22019186658513923,-2.2453801799050277,-4898808.732462807,3010148.0102164047,-884968.8270464791
