,x0,x1,x2,x3,f_1,f_2,g_1,g_2,g_3,g_4
0,0.3938864430287586,6.9268316266442955,8.55699466847217,3.3223970226519195,29.809970786037184,0.0010545296152877164,13592.549493547862,29997.92825411577,2.9285105796231607,15403386.942995785
1,3.0262472710031445,5.935860980683305,1.0833865913580818,2.4769950111407906,62.6276708570412,0.696945139325474,13597.780541445529,29826.644153833757,-0.5492522598623539,1027427.2082370692
2,2.441905265784165,5.095147021009102,0.28526404389927956,3.231848439320947,34.41009067415918,29.260517630708993,13595.642620679446,28083.603003232143,0.7899431735367819,612444.8463099229
3,4.470199007363762,8.759738050827778,2.263467862798111,1.2421961364924328,196.45048947965935,0.1523915624572539,13599.29043464567,29920.80610618234,-3.2280028708713293,256951.969758244
4,1.4217620902512116,4.088491586208239,1.4923357857924637,4.25952955869067,14.66167660195552,0.15506464797843944,13591.033397824875,29946.87049210189,2.8377674684394587,7146677.252737828
5,3.512033786945949,3.342016796750249,6.50888804580501,0.9476247037589028,50.68413373579797,0.008400735580695344,13598.690615110134,29987.44604524045,-2.564409083187046,286710.60265014216
6,0.7073679091914523,0.31855759817982165,4.053070526592321,2.875892321031204,8.205640618228177,0.011464338223298811,13485.094372993248,29989.33183820822,2.1685244118397518,5521575.249644266
7,2.5651416775483225,8.459413570465358,5.917922201703177,4.724221037496181,91.69974071754133,0.0022420026943865026,13598.961253116055,29996.953776079274,2.159079359947859,33642906.81212867
8,4.001936856752195,0.7687029312132789,9.691248494837803,1.6420014856391165,24.906835256349737,0.001468795589383598,13596.720197569433,29996.731883484605,-2.3599353711130786,2011772.6831139012
9,0.87850112746662,6.097948173131664,4.101332854765841,1.5785354939886491,11.458848545931916,0.02015787237427243,13593.649731110318,29981.018691370995,0.7000343665220291,917531.9447755268
10,1.1778326991626638,9.575780882616153,1.9696877233840813,1.8342126532056426,18.773170370494558,0.15661461051564454,13596.120006791423,29929.175079573542,0.6563799540429789,737206.2706460925
11,1.8190776044686336,4.9319477627001485,7.801410103619223,0.605157964009987,22.328939276556763,0.0076398708257473325,13598.065122065726,29986.315921197627,-1.2139196404586468,81284.44860100298
12,4.987960492066029,7.336017941341549,7.239989894577254,0.13552022853795292,202.63692395899426,0.0426831132328459,13599.579503211133,29929.050311829742,-4.852440263528076,-5071.78569769106
13,0.264775485230051,1.1400557246807812,6.983645420621895,2.2922161339639047,11.748348134956789,0.0028117194575902355,13539.46307995054,29995.49172282075,2.0274406487338537,4365997.594480159
14,4.666510320466388,1.6266328690269238,9.065042753741546,4.884877145339786,72.42192389270826,0.0006032688184063778,13598.609766420826,29998.74444085006,0.21836682487339765,50897454.55147223
15,3.646808595982215,9.356979720072264,5.293849426623974,4.023285169054079,161.40402921831645,0.0036777188380387104,13599.353422837292,29995.530010003615,0.37647657307186355,18979275.47181018
16,4.096470125601403,3.601017688150276,8.025620054159873,3.555487912654253,90.91943786755778,0.00119437058889605,13599.11419042429,29997.79923262875,-0.5409822129471502,18057145.364092756
17,2.155111982933917,7.931820729348726,4.786987017787093,2.697501981822822,54.32177922939549,0.007418661791697313,13598.44527786704,29991.846496449594,0.5423899988889049,5255348.829307694
18,1.995176373668778,2.9245899024424657,2.6028701214625096,0.8487674930571555,14.65988203052617,0.14666546430773783,13594.46805675316,29912.353051171598,-1.1464088806116224,89473.19293404146
19,3.2333912915504346,2.120267646417741,3.1288148685526953,4.396255099516473,35.155812400837334,0.01630240239156765,13596.772079993234,29988.289163495847,1.1628638079660387,15685848.780706357
