,x0,x1,x2,x3,x4,x5,x6,x7,g_4,g_5,g_6
0,5084.154450519115,4648.070783576352,1093.6255033221946,761.9878645381177,82.89651691840899,166.18673184464149,339.78994768416544,479.1234013267579,42088876.71161316,101424346.05310808,74403872.17534651
1,8186.3002451548855,9810.809243577325,5683.534361366177,881.2233840383127,851.5796501863812,508.68820384538077,800.9231790303038,763.2148435801133,-156035117.18392208,82951284.97530277,-57515241.65895807
2,4738.7065077435445,6883.1508986604,9332.95354068235,796.9243195672049,689.7948693375363,357.2252070011283,356.34498327973466,163.59107968965412,-76222567.14562987,161499630.62161586,196747987.24641195
3,673.0844407923153,3788.060251976405,4370.375502998742,946.2219120049733,902.1346003577577,747.5136301869393,288.7773371227937,979.2048740719994,47784772.8095275,148722914.65097392,-111338302.03684641
4,219.08616641791372,7092.400762464666,4729.02225238248,725.2698422554328,788.5391809601863,337.7201959195207,451.21085049471884,178.34315640619045,64745380.99527978,136071562.61177757,140568146.53860322
5,9734.214995541792,1307.1633691278248,8514.785054263191,246.14662932556143,999.3434431044708,29.28031233905713,57.598206136519025,60.332557080429716,86277049.34714168,104769466.37967302,237718117.6386721
6,3284.106435888501,9549.780954613369,7639.590689693384,177.6959490579564,660.4412783219112,819.0532198049417,662.403116405863,821.9344240009583,-144623073.79914308,-188162253.98385364,-122702264.33415984
7,8885.06270769456,8010.5111765704105,2846.968119030875,353.0057264355126,109.73287976440253,676.8901502762982,885.5081735882621,13.140397953974887,-206148224.24630216,-199424514.45049235,107496272.36907464
8,1983.6419141224694,5977.054426461235,6317.71575442275,321.00401581048266,563.6309763439292,92.13570582815028,844.2324766114333,746.3622852045117,40340931.43446952,-159529613.41977352,-110152305.85849468
9,1533.8707909071286,8721.336500075908,1587.979461457236,702.6173305496072,494.17526994054174,638.306457682067,980.9001949443532,236.67479423932645,-52906775.12152579,-155841298.20417634,61284615.08448218
10,6973.764355712092,3010.3652113525104,8468.308111595516,971.898540745948,803.5995572629423,791.3876856830739,199.45877231222028,277.3241963147242,-189651466.0114119,139020252.51641765,180929026.9623561
11,6261.442267471462,4784.343277497488,8887.729741969673,530.8180192780267,509.55705716667006,119.2979242709352,157.6785560733097,570.6868211172051,44590193.78837353,127152384.33181415,-71640537.43054773
12,2464.6859900992285,2468.992590798341,3886.532600217565,500.29658211474265,148.37816400268204,406.3191427887529,508.7738320426574,662.7680898444124,-61122794.72657699,-64139514.18111431,-101725934.9441672
13,7613.662906168686,8176.306986594609,9736.505877764708,571.6543565125199,21.84860840573087,443.6484010794311,252.4452605835032,931.8471298259656,-142395347.08537075,132776051.1390034,-251546181.14453143
14,2587.86304321278,4356.339007682801,5471.648573266199,597.1095783335874,269.72270996880957,473.26512973335747,20.95600175678413,904.2181662930614,-70598575.58438912,138568682.86684573,-161430958.6277283
15,6395.683918273678,7542.252164859234,7364.146841937013,134.75653223920722,927.1363197308087,264.7817813202272,675.3424905029158,528.3364435148263,-97270725.37225452,-166337413.37828517,130966630.80534436
16,5707.969646413855,8944.424848314482,6229.099933417538,870.8915785484136,589.2363440725002,225.34505612414475,789.1608582945952,351.0149161444886,-22093093.05756528,57701441.71944871,107930281.24794346
17,8371.213148062254,1578.2128552668842,3052.830331246549,93.37736319757845,340.7372998077533,182.69057831345052,626.9206243019772,623.7434869371502,-79858659.65216956,-69308840.50367802,-64510850.25142946
18,7317.251076970509,2077.354688453653,6948.265994120992,46.08144399822323,256.9935485766113,908.4078595346286,499.3127642121999,331.6438233912858,-224902250.58701167,-78666859.45534287,24937503.46913745
19,4058.697675178217,6524.584332403587,3566.706024450651,403.06865677862254,316.3956417666044,849.4426669406276,125.89253808240123,449.66113817966004,-158597707.68499407,125071971.3320009,-8076735.828551461
20,9312.875604961995,5802.4604304480445,4869.662677466221,461.236542563657,727.1034741953367,919.88601040824,408.27873170135973,416.3364963251375,-246693000.54930317,76314719.60475665,93374596.02475038
21,1243.0012840451516,3497.043762516519,8060.843302806506,84.19980847566369,203.03545041108916,998.7254834933084,733.9728665376269,705.7758857895917,-102187766.30207448,-139297551.42300746,-171857701.29924342
22,4268.9717794176795,5384.603711694193,2138.8778630183097,669.9147820595002,431.5029728744339,623.9561677547414,549.8382038463456,864.2199727894953,-127264054.99465676,55121570.526078396,-83152880.99970862
23,3430.994334966021,2818.4483693369953,1973.60120443077,271.966862387383,420.43589883794675,584.5197816818023,934.3486950391664,127.0267997950015,-118360452.11045344,-124394408.69362424,84492427.04832746
