,x0,x1,x2,x3,x4,x5,x6,x7,g_4,g_5,g_6
0,2617.335436527288,1238.5085272762385,4643.4400500721085,249.87225662636015,942.9758258250032,179.34579721929413,732.1090543752972,624.8480551319172,-11.323968613323991,12.502935230273573,12.820632864529063
1,1082.7260487146318,4899.448259522709,4266.748398588957,394.8989277353684,922.0053700628093,920.4010106551573,860.4956756135551,427.69219456479004,-13.373155961377499,-14.29934628311784,13.868195532076758
2,5619.467249828036,9054.089475033352,2452.801443483289,278.05293440633943,218.18491546659766,972.270097689792,25.720030527384264,483.7171574225426,-15.374353253866165,14.608417398122716,10.88258114339381
3,3185.914219166439,6207.452656938147,2599.0563860776087,885.3177006419706,802.9319052721115,159.19676960659828,454.569401082704,478.5708062826553,13.051588635310305,14.75975431121571,11.358655040980477
4,2021.8227907147875,2471.2098284489193,8064.778596124408,510.8360243199782,300.39576012210665,504.59154715204687,600.7833349390123,457.6956079137272,-13.072438562030971,-13.092584367999756,-13.553598690883035
5,4486.232080477049,2032.5359093197023,6855.042938007007,906.7650881906644,952.8701763647301,605.1358989442599,791.9342205963379,669.6659843826743,-14.281665773966985,12.581182396779475,13.603804418562705
6,7978.486440104132,9026.706982033802,9962.726448157597,840.4050197291756,268.2014137984792,958.251488758448,922.6144688630984,978.8720104285189,-15.644974425511315,-14.192120748963413,-15.687423695397243
7,181.34010981749537,9750.256524044276,8205.045676694586,148.34148031769155,857.8133604441458,414.70356351010076,366.27086566246686,211.3883746227951,-9.728236867297328,-14.029030802300456,15.299252389189705
8,3906.06048068323,2146.7385192434467,1616.5868344120624,35.67440871605772,568.1445954467234,618.7458301492096,289.6074179827536,911.1504903763176,-14.547810312216725,11.699081005256845,-13.493735608619057
9,1271.9552053653751,8504.889040101674,8920.408467774601,718.5305326782524,50.138823243002136,509.91697664671204,776.6368665810271,574.6678417459838,-8.692071401728803,-14.100447786148546,-15.08368590221726
10,3629.8314719396617,5700.368737147557,4063.354342432551,557.3498545324234,380.49668714409376,594.4484603271593,156.4840317458832,963.3987641628047,-14.161679314411344,14.540164905919516,-14.542953074458168
11,9403.044291582502,2800.329890943653,2250.0776433432065,603.3859535051639,384.5123912403198,227.61912860877067,180.98085142602574,468.612993470746,-13.567717583701048,13.720411304582493,11.507783638697536
12,586.1253917997814,1679.4161801005155,1277.5068496703045,96.19190827508227,745.8785736091934,129.21586122832008,765.4906328994928,432.139603492671,-9.918309452594508,-12.650514128569222,-12.273234678611065
