,row,output,mse,is_alpha_credible,log_lik,c_mean,c_var,post_mean,cost,status,post_var,y_test,ls_dim_1,ls_dim_2
0,0,f_1,2617.084905002446,1.0,-5.380447721986174,75.16126105666754,2599.762929231123,57.82669288624902,47.23505486027771,Converged,1920.6729273133444,6.6692407897807495,4.6837900376127735,2.4270010180325734
1,1,f_1,296.3594827179107,1.0,-4.901542964117249,80.59419032398964,3398.9759989883996,85.96821471367068,47.500951687633105,Converged,2564.8704996856927,68.75312009534485,4.14665635780859,3.5475036443551313
2,2,f_1,1701.2489625672395,1.0,-5.1783992746450584,69.17177553617489,2969.5926179120747,51.678175200343496,47.42224635885806,Converged,2609.9734387283534,10.431975829162164,0.9903142503814614,634.3663866820812
3,3,f_1,32.62029719742717,1.0,-4.662106635125513,74.46928026775205,3048.506072845818,79.75436496717232,47.77458472787266,Converged,1750.5795884263152,74.04294682476433,3.74815097588035,2.955221445222024
4,4,f_1,1139.432199777146,1.0,-5.004442098456712,68.71510309591685,2834.587533849898,77.0778469185444,47.45563710187874,Converged,2001.8058514824024,110.83332350793869,3.467260737694162,2.903778988561556
5,5,f_1,3703.5972923523127,1.0,-5.595552421087859,63.71709079023371,2516.967480852255,67.69540740429532,46.97963122925784,Converged,2291.3767583828517,128.55259508457112,2.9406013719494766,2.834938822762853
6,6,f_1,1392.4602345094859,1.0,-5.318293161667203,83.49271679529375,3209.3370492195577,57.92095518508313,47.28997545476105,Converged,566.0240007516345,20.605271692622672,3.4900394610456402,4.7951492986809985
7,7,f_1,850.3361759790914,1.0,-4.842247780268697,81.12612075586182,3113.614329548107,43.99488659217077,47.57738768195694,Converged,1382.1350158089297,14.834362317406928,4.831772276859508,3.1251810522665315
8,8,f_1,11739.358464340394,0.0,-16.515734792451852,65.75988115708303,2133.1546618334282,42.113985753363494,42.50193760963563,Converged,468.75861295276763,150.46230583420459,8.91495093008117,5.49972479975626
9,9,f_1,0.7730735761465609,1.0,-4.5197110085930134,73.63191251587651,3014.915796036893,18.035858483377332,47.930717887467644,Converged,1340.7284218443506,18.915104510463358,3.873921667808712,2.8312469136826577
