,row,output,mse,is_alpha_credible,log_lik,c_mean,c_var,post_mean,cost,status,post_var,y_test,ls_dim_1,ls_dim_2,ls_dim_3,ls_dim_4
0,0,f_1,80.8774046430438,1.0,-3.641753848118386,77.6671565774468,30632.616251247942,31.280811234554676,51.681115661406025,Converged,59.438841849569144,40.27399780234275,7.296464794114572,12.82305372845527,127.98223893562587,51.326700740498495
1,0,f_2,0.0005432929898604754,1.0,0.6847768680048427,0.6526570513789806,1.0508974335730819,-0.021892106845982195,0.756050375222129,Converged,0.03991342327374059,0.0014165394008609578,1578606.1754600964,10362384.829363137,4.630484449957101,7.942598492835143
2,0,g_1,21.91517343589195,1.0,-3.0140788435282873,13589.933984911668,167.34526267623846,13593.842124884235,41.128216197677716,Converged,35.81633996821145,13598.523489368645,89.76132131613771,8132.512235966537,4.281271614417242,0.8451934394518219
3,0,g_2,3.5101528064304266,1.0,-5.127618879561365,29766.554884720448,83283.69259933109,29998.922494901966,64.35552385728532,Converged,4521.433445167757,29997.04895472187,4311231547115195.0,4311231547115195.0,4.927298095331877,5.350642280277057
4,0,g_3,6.039059894869179e-14,1.0,10.406210669859343,0.22876588974217155,154818.75382625635,0.3484963623068688,-47.078284009562346,Errorb'ABNORMAL_TERMINATION_IN_LNSRCH',1.4551915228366852e-10,0.3484961165618812,1695.2957645099793,206385503947.8142,1307657428937.87,1529.991168394045
5,0,g_4,7722716546792.066,1.0,-16.86386365930017,19687592.595118247,252356782396989.0,6673131.190564923,182.87271355471646,Converged,2235697746807.125,3894153.582380203,20202.134606366963,21.501127186963515,16.440706391390826,4.26231181798747
6,1,f_1,1005.5617389587289,0.0,-7.04031573358727,52.19834077465474,7705.585154835425,109.97962023086232,49.63371299603137,Converged,137.37045029411638,141.6902137125165,4.990787291075155,11.29567268323254,33.50397297947704,32.23982889535414
7,1,f_2,0.03424154856026992,0.0,-0.8773169164887973,0.6147153111173452,1.5815981748405334,0.20620108799055148,-0.3622045427261469,Converged,0.007023558716939604,0.02115636755716567,460751.46334021236,962899.8616505357,6.203641232436507,9.939669802905508
8,1,g_1,106.25830829918145,1.0,-4.469609183412603,13590.072420347293,203.01684836460183,13588.936266943425,39.91475546316361,Converged,28.26134282791324,13599.244434011298,3970.2196221384784,36168.95394839509,6.194066368550108,1.0993711307616343
9,1,g_2,6902.699322468439,0.0,-6.635435954022658,29816.573483681197,65934.26331406078,29897.434115766482,63.08965215688325,Converged,1737.490838058191,29980.5166008188,4311231547115195.0,4311231547115195.0,5.331090998481764,5.070903658860615
10,1,g_3,6.46412472051989e-10,0.0,,0.31655241439065823,192907.98191824474,-2.1547610621718416,-47.29263320906352,Errorb'ABNORMAL_TERMINATION_IN_LNSRCH',0.0,-2.1547356375288342,2343.4467120817776,35888445312.11111,890232907380.7677,1723.2808897446964
11,1,g_4,14673897247253.205,1.0,-17.282147864756816,17128602.653415464,232903053567846.94,4781790.071764782,184.36334976424342,Converged,3940177285892.1875,951137.7451690616,38.56044750832558,9.32542744401546,30.7082387503971,4.170101668748402
12,2,f_1,720.2687734482349,0.0,-5.623820141459849,109.95698399579612,14326.885135539893,45.406235856383205,49.96937789983789,Converged,168.077460444365,18.568412296186768,5.5822831817792435,11.28223555696028,80.35322266148235,47.12047082903502
13,2,f_2,0.04733368247722458,1.0,-0.037449186218171615,0.5479688603683582,1.126871082254784,-0.21214006988677048,0.0998332234475292,Converged,0.024137297210833575,0.005422984139469428,1185352.7839445614,454919.23897209123,5.173585653712117,8.190516011792468
14,2,g_1,75.21707092802966,1.0,-3.5835420269376743,13590.458883501202,181.82358797128578,13597.686828798145,40.38783017427053,Converged,66.04757985224524,13589.014051219536,3.273840827864339,5903.2125196704865,6.010991816725094,1.3007932940596196
15,2,g_2,2940.21685682323,1.0,-5.414184841237956,29810.438222588695,70231.30294302806,30048.24736936741,64.18151835296362,Converged,3228.966774880624,29994.023602836274,4311231547115195.0,4311231547115195.0,4.442674886490553,5.564017771449442
16,2,g_3,1.310217246998043e-08,0.0,,0.20935544090070568,247707.57975055958,-1.3051251499196068,-50.38554916787243,Converged,0.0,-1.3052396146411152,1974.7831784262773,17746944272000.953,51027985137652.44,1754.3089304715484
17,2,g_4,601927288466.459,1.0,-14.981096108570716,16048852.773182899,802723444974106.6,12392059.35578075,181.90775831629844,Converged,628393645832.5,13167899.086953664,416196.71673105925,120446.9216558291,21.841135379183743,4.6373330903948204
18,3,f_1,1377.8146909966983,0.0,-7.551036883501072,89.84463101123563,10469.561508920217,84.761500924177,51.31852532324841,Converged,169.4371693434823,47.642574606236465,8.021377765903347,6.867453580842277,29.08375751413801,4311231547115195.0
19,3,f_2,0.0356215129991794,1.0,0.17793653389778052,0.5268040979472607,0.7617896922735671,1.249051745799631,0.33736765235535415,Converged,0.06378859230561074,1.4377883691645186,825581.5257392678,3852629.156055986,4.297293076804396,6.60602536255255
20,3,g_1,231.24246024657663,1.0,-4.346165839910686,13585.29141087515,222.61399533302335,13582.532909380307,40.17364899339893,Converged,105.15883681320823,13597.739567798466,2.6667708748581176,19846.970930812513,6.11138948510079,2.48885349484143
21,3,g_2,121657.26146349256,0.0,-152.7599467922793,29890.95733492785,23341.540295615338,29852.135534156067,58.03966186976895,Converged,408.6997532834903,29503.34152408208,4311231547115195.0,4311231547115195.0,2.554697165510394,46.96689001727228
22,3,g_3,2.247673911021285e-10,0.0,,0.36974767705900685,288227.0573892957,-1.8583511922647236,-49.06006113036184,Errorb'ABNORMAL_TERMINATION_IN_LNSRCH',0.0,-1.8583362000203585,2556.6608552542966,39390801651833.93,1009738476818810.9,1408.5711923457693
23,3,g_4,59327025703.28814,1.0,-15.758564275512624,17121016.679380007,858515136367471.4,245974.6348113492,181.16777250410416,Converged,7694610614654.25,2403.237263755095,317365.9726570851,167345.6329140185,20.990038061143725,4.709391847308772
24,4,f_1,101.39962113942995,0.0,-4.873812936243788,57.6490680212753,29455.778093625366,91.41303875615517,51.13870518204316,Converged,20.80099827723825,81.34330086783703,6.604633874570252,17.754528991646527,91.86034855829041,61.818058119243354
25,4,f_2,0.009844946741302506,1.0,0.8769545739833406,0.7133546213655859,1.4128901131160907,-0.09203294157233044,1.7826735658951636,Converged,0.007809774019825744,0.007188763418576183,767542.7888886875,70.13137099870377,5.588165008895223,10.23604481709125
26,4,g_1,7.804293368082904,1.0,-2.7437370255108973,13590.822494730764,186.35813119184382,13601.87892447313,41.0984389619544,Converged,29.526256674281683,13599.085307933932,8.840039431656635,15852.321836264546,6.008968601109247,0.853006333391534
27,4,g_2,98.90635968022819,1.0,-3.938188835704779,29774.609783512107,68842.08983210044,29999.759089344167,65.61557745814851,Converged,302.2556167331786,29989.81392168946,4311231547115195.0,4311231547115195.0,4.828151187908295,4.662459776951799
28,4,g_3,2.1375076413586763e-10,0.0,,0.3683920808818088,204520.09832135722,-1.6759499601338161,-48.39846244047502,Errorb'ABNORMAL_TERMINATION_IN_LNSRCH',0.0,-1.6759645803514662,1819.8756220605687,73337011680.59877,985291501747.211,1719.0013668494123
29,4,g_4,1855115647607.4614,1.0,-15.55978361826926,17902314.28849437,239633515552796.38,-644675.0103592947,184.46568461514747,Converged,1451481275727.1875,717351.2917389654,30641.1258827652,14.585115149880869,19.39249093486467,3.8172720821757644
30,5,f_1,96.05937557942708,1.0,-3.735371127337782,86.85874023118342,25214.686605762414,25.207243066447717,51.687289192499804,Converged,67.88186835293891,35.00823156656479,6.106344497611956,13.6551925956611,84.65113509405141,63.10874347597101
31,5,f_2,0.003982688258787262,1.0,1.189758488875885,0.7342416929295845,1.0565741138182483,-0.04040739489178358,1.4370608169110897,Converged,0.0019882619616984343,0.022701148577284558,626142.1881348569,2495238.174667807,4.455616673088128,10.256836589130332
32,5,g_1,66.94789458534414,1.0,-4.081819959669279,13590.711613578787,217.51705224510138,13588.590266155908,40.23147183941827,Converged,20.149285065440864,13596.772435463943,5.737263041655597,14948.922303439153,7.052894235481319,1.366709218426157
33,5,g_2,2.959506461405401,1.0,-3.9608182596366324,29781.152938951847,69104.77138847229,29987.037010558146,65.55664254406163,Converged,435.70569722486835,29985.316688942457,4311231547115195.0,4311231547115195.0,4.582212898063863,4.921408474878798
34,5,g_3,2.1587461927053453e-13,0.0,,-0.26459773872041714,311267.199644009,2.1976815810427666,-49.57145010315292,Errorb'ABNORMAL_TERMINATION_IN_LNSRCH',0.0,2.197681116419673,2435.1253839562023,44679078974.74487,258656233682.63205,1617.9416147272887
35,5,g_4,364103917402.8681,1.0,-14.75206732108764,12377806.762474041,669835425493768.5,14178594.17270432,182.25822453670304,Converged,500323243901.125,13575183.932981072,620120.9293306319,60926.70129224479,23.110510853870817,4.002533176583965
36,6,f_1,28.353555020755838,1.0,-3.1168308965925817,74.53458351953279,23908.942515543025,23.63491454384686,52.24604839114846,Converged,39.73306660673916,18.31010891164245,6.150589632213723,13.04901319603649,92.90036311419402,42.68634223876705
37,6,f_2,0.00870611765780357,1.0,0.3033153375663731,0.720896723791241,0.8865366870646441,0.1260328489512289,0.7410292113462544,Converged,0.002436993965307166,0.03272627009526844,7417221.579540545,2338873.780104366,4.257898408765458,10.400886779257327
38,6,g_1,47.81081285735491,1.0,-3.3582400568404083,13591.906931509939,223.00748874814667,13599.60546022664,40.54953551740732,Converged,41.2755010451028,13592.690923882288,7.146292667895341,5860.59487506037,7.131088608121202,1.1071547493798308
39,6,g_2,26.139458186428737,1.0,-4.179358534908262,29767.990162966857,74524.6588627585,29976.7213163904,65.32318408802406,Converged,652.478515351002,29981.833992615866,4311231547115195.0,4311231547115195.0,4.795332511267698,4.998236432420262
40,6,g_3,1.6902553658154256e-11,1.0,8.782853372285166,0.33247272613516543,351961.95216499653,3.6348766529845307,-49.20676510551112,Errorb'ABNORMAL_TERMINATION_IN_LNSRCH',3.725290298461914e-09,3.6348807642560685,1864.1529911375746,14507358421.665802,13546168026.268854,1721.45001879216
