,row,output,mse,is_alpha_credible,log_lik,c_mean,c_var,post_mean,cost,status,post_var,y_test,ls_dim_1,ls_dim_2,ls_dim_3,ls_dim_4,ls_dim_5,ls_dim_6,ls_dim_7,ls_dim_8
0,0,g_4,2584784697127244.5,1.0,-19.530471454802043,-37842025.63979063,4311231547115195.0,-8751901.184945859,442.3049151354298,Errorb'ABNORMAL_TERMINATION_IN_LNSRCH',941942394912539.5,42088876.71161316,5402.357480776688,32493.660371534083,15632.105157665314,1226.8284888785192,1664.303360431435,347.1166309001596,2997.349174048916,5253.034163452227
1,0,g_5,76396923771766.58,1.0,-18.172300768086984,5941781.802723929,4311231547115195.0,110164879.4333868,445.25519434791954,Errorb'ABNORMAL_TERMINATION_IN_LNSRCH',888679413434059.0,101424346.05310808,36462.158251914596,7731.927193001031,42705.310242185806,395.11533954624764,1581.813313712844,3220.031630005392,338.33461270707886,7160.200975333966
2,0,g_6,9191418617820106.0,0.0,-23.981529549010872,3451798.6240119487,4311231547115195.0,-21468014.30771017,441.22924083799046,Errorb'ABNORMAL_TERMINATION_IN_LNSRCH',776329535987586.0,74403872.17534651,90826.29187580613,104234.60607842272,6559.705403900103,5282.935372482939,735.9493511566557,11025.57970691718,5273.150574353713,437.17772019140295
3,1,g_4,29493079298638.816,1.0,-18.262530985942718,-35675972.31830675,4311231547115195.0,-150604364.07789353,442.4416649070821,Errorb'ABNORMAL_TERMINATION_IN_LNSRCH',1130105367414586.5,-156035117.18392208,5342.315813564154,55803.75194693884,75198.94907336129,1114.9499966826365,2787.2052332812855,307.73105126320445,1453.2491162541094,3764.129860689658
4,1,g_5,1074575927806114.8,1.0,-19.330699283688823,-13562.754320841283,4311231547115195.0,50170560.03203596,444.1665645363214,Errorb'ABNORMAL_TERMINATION_IN_LNSRCH',311319674479880.5,82951284.97530277,66835.33128992682,7303.472700226928,60490.7616154562,421.92910976005834,2146.6020163139533,2189.292635662839,332.952444984137,14677.316775489166
5,1,g_6,271977480285597.28,1.0,-18.11633171880328,15626269.125991289,4311231547115195.0,-41023501.89974536,445.9616262312961,Maximum number of f evaluations reached,505697677713336.5,-57515241.65895807,50458.16225844295,75787.27502534543,5134.100661515747,5007.2665932730015,647.3056311101701,7271.424827844424,3346.8491545498896,417.7961529534198
6,2,g_4,1877780568339108.8,1.0,-19.517546360611668,-25086669.81739629,4311231547115195.0,-32889201.613523908,440.80734012707666,Errorb'ABNORMAL_TERMINATION_IN_LNSRCH',589084567077951.0,-76222567.14562987,6595.789209866645,98637.09603054047,129084.88441117822,1175.3503712198835,7921.962791190323,392.70887479121416,1557.4203060269376,1199.5287845447795
7,2,g_5,2379915318494.824,1.0,-17.705312119850593,5819714.290946752,4311231547115195.0,163042328.0379924,445.68792707336837,Errorb'ABNORMAL_TERMINATION_IN_LNSRCH',378203866241024.0,161499630.62161586,32973.27852983425,7728.768342112161,45011.79899896304,405.62981622467953,1549.218246605532,3322.684570071702,341.02350431613837,7965.858052379015
8,2,g_6,1411201232752903.5,1.0,-19.238325902784506,9069465.652776126,4311231547115195.0,159182028.81656614,444.7776982476709,Errorb'ABNORMAL_TERMINATION_IN_LNSRCH',508195245861568.0,196747987.24641195,75298.79066147363,111613.29106428802,4374.889747116469,7504.98463058761,696.3651448821973,11812.44714552673,6981.444880453775,458.9556418019677
9,3,g_4,1.1920320148069148e+16,0.0,-24.450974663415288,-40117676.10986677,4311231547115195.0,-61395445.85699262,437.9568494244756,Converged,947629993194585.5,47784772.8095275,7759.185168236652,52548.533763806685,88475.98057431579,1503.3022288389266,9326.685025838136,284.6488370590294,1572.1863198552608,4460.614971340579
10,3,g_5,76429887862878.34,1.0,-17.99235331693429,5498973.706415437,4311231547115195.0,139980495.77157456,445.44333318474776,Errorb'ABNORMAL_TERMINATION_IN_LNSRCH',594176782793116.5,148722914.65097392,29833.829009769925,7623.469317817507,46393.22192820097,410.12470384713043,1665.3728647721348,3472.753969681976,342.5393027322451,6901.006436161336
11,3,g_6,1009219994435900.9,1.0,-18.716854172626263,21515960.38979847,4311231547115195.0,-79570079.00760064,445.46800697346976,Errorb'ABNORMAL_TERMINATION_IN_LNSRCH',1398550416008849.5,-111338302.0368464,47661.439994995984,73992.32827345528,5238.446961998391,3872.015334460241,651.8557472255317,6167.391146193539,3745.293471444618,397.11895716397845
12,4,g_4,6817802556877940.0,0.0,-21.08405459168041,-50380753.62511991,4311231547115195.0,-17824604.816018134,440.0050100146177,Converged,1218873219883939.5,64745380.99527978,5686.003293541734,41461.14200523078,61526.9719614675,1209.5411978983702,5015.340005079657,253.80653354103265,3059.430955424432,3393.502038727672
13,4,g_5,312627142504895.4,1.0,-18.153995994176903,6502490.098110624,4311231547115195.0,118390297.31472105,445.6263540028577,Errorb'ABNORMAL_TERMINATION_IN_LNSRCH',498973827449273.0,136071562.61177757,19619.129380147537,8162.359269640535,47879.62846838669,409.68881654543696,1828.7762825935968,3013.996638105033,351.3448394817424,6339.06277768258
14,4,g_6,274223353376049.34,1.0,-18.24202755034262,16300272.08401388,4311231547115195.0,157127837.15697074,445.38254827867627,Errorb'ABNORMAL_TERMINATION_IN_LNSRCH',785173843444355.5,140568146.53860322,428096.58722800907,145047.25864567765,4651.292065361731,11120.344921554088,687.0192778692115,24944.47741781394,6252.982049296904,413.89585811133594
15,5,g_4,1.7137550368524402e+16,0.0,-23.723029304726687,-64349138.49037713,4311231547115195.0,-44633417.646618605,438.6416669329027,Converged,1618606963614882.0,86277049.34714168,4749.330548960188,19291.708595691704,148413.94171236144,1154.9397107613133,1904.9676202059309,383.19709412596166,5889.695861492948,10066.311355711538
16,5,g_5,3598504802477889.5,1.0,-19.362326165659038,-6674684.006843798,4311231547115195.0,44781927.65305173,444.0350462198875,Errorb'ABNORMAL_TERMINATION_IN_LNSRCH',2545507971547913.0,104769466.37967302,40654.16109455468,7275.809133465318,56953.358864114314,398.68519042371275,1560.0743111748154,3342.3952386407595,358.83269768244855,7979.403727038425
17,5,g_6,4777878474067963.0,1.0,-20.004850846606335,4221881.146551564,4311231547115195.0,168595918.0638035,444.40771732094555,Errorb'ABNORMAL_TERMINATION_IN_LNSRCH',1471616787101236.5,237718117.63867208,131306.6155742146,69250.86442866967,5823.897938728658,4259.071869536254,565.3976443994231,12012.97156741895,3388.304675198897,371.22878355379333
18,6,g_4,331318625224084.75,1.0,-18.254010655342615,-34903892.02242315,4311231547115195.0,-126420913.89367898,441.99129123169183,Converged,719609441881758.5,-144623073.79914308,5667.056743922345,121634.39213890804,180855.94913862197,1219.5590847993747,5662.72744363624,305.2956642320683,2040.1897355462122,1282.684649182434
19,6,g_5,1414591157670895.2,1.0,-18.97190312058299,7792864.491129994,4311231547115195.0,-150551202.97925,444.686017876975,Errorb'ABNORMAL_TERMINATION_IN_LNSRCH',778056131477355.5,-188162253.98385364,43755.17335235449,6406.80061009626,49698.305452741464,442.7253282207769,1800.1384101219269,3386.927104544551,331.49876371472243,6182.273115406816
20,6,g_6,52732344032594.125,1.0,-17.952992167589592,14875696.001690514,4311231547115195.0,-115440560.39964184,446.1470735267695,Converged,569332614270940.0,-122702264.33415984,57901.96089224259,73862.10549401105,4928.542686728381,3719.7771957047007,651.3624856757501,6074.867897133881,4210.906423495011,416.71401486453055
21,7,g_4,83369549240741.8,1.0,-18.429049011610402,-36097682.21570299,4311231547115195.0,-197017531.5430763,442.11553542324754,Converged,1532732034560991.5,-206148224.24630216,5404.6068305051895,67433.0404237557,93491.54173732169,1134.9399854957433,4666.095513469136,289.5882531678825,1611.3963751670585,2665.958111890754
22,7,g_5,7435136478538459.0,0.0,-20.771743435167064,14927289.40182139,4311231547115195.0,-113197276.99887003,448.1441952085463,Converged,1578455739135866.5,-199424514.45049235,13065.089223067946,13862.334750373553,13983.682677622333,374.01806334730315,1554.154347295877,2118.7105310097254,495.4223213361548,2315.801201091912
23,7,g_6,325191965345010.75,1.0,-18.443409544890077,11760178.323118243,4311231547115195.0,89463192.61699095,445.5932597334737,Errorb'ABNORMAL_TERMINATION_IN_LNSRCH',1295936512807660.5,107496272.36907464,61807.05537439165,72905.0606455463,4939.820545198475,4088.1966532816964,654.3272389531903,7145.990551502732,3944.3097669645463,407.1456481206194
24,8,g_4,4180161639432.394,1.0,-18.543815711095895,-36420998.93316404,4311231547115195.0,42385475.7943288,441.8261641105402,Errorb'ABNORMAL_TERMINATION_IN_LNSRCH',2031796930827414.5,40340931.43446952,5268.097296874723,236482.44393095173,256110.3577553221,1110.9009635390287,14859.65359214309,302.411602548957,1273.957023206564,12570.485729030697
25,8,g_5,507017772833756.06,1.0,-18.35805078944281,9720167.789165206,4311231547115195.0,-182046668.57433927,445.05368289744365,Errorb'ABNORMAL_TERMINATION_IN_LNSRCH',619021920443711.5,-159529613.41977352,28895.612084683966,7658.145466553698,51233.534257969084,411.4956514358739,1634.4085204433352,4165.014587031595,348.1808303763129,7742.732465160858
