,row,output,mse,is_alpha_credible,log_lik,c_mean,c_var,post_mean,cost,status,post_var,y_test,ls_dim_1,ls_dim_2
0,0,f_1,0.28948403978164167,1.0,-0.9290928795801852,67045.36001556856,5006583902.083342,42.658233341993764,117.27068689501911,Converged,0.6567239761352539,43.19627055239992,121.96026107772208,715.5727230633978
1,1,f_1,0.00031181447854331386,1.0,0.3485514132734141,64019.894817321445,4550420076.86379,116.06064221158158,118.55089788973655,Errorb'ABNORMAL_TERMINATION_IN_LNSRCH',0.07895088195800781,116.07830048099122,119.34467470303083,697.3959748836697
2,2,f_1,0.24375320133997147,1.0,-1.1211042396426039,64905.67741599423,4686204635.71474,155.54142680508085,117.07948139603698,Errorb'ABNORMAL_TERMINATION_IN_LNSRCH',1.2286872863769531,156.0351404886465,120.18259216498046,703.1924184233592
3,3,f_1,0.004471055188112936,1.0,0.4087994237478576,65115.968593877216,4708849753.822114,20.76156167354202,118.61032097214765,Errorb'ABNORMAL_TERMINATION_IN_LNSRCH',0.06563854217529297,20.828427622934164,120.20206041229306,703.6371484536947
4,4,f_1,0.0018315889447751605,1.0,-0.3244512283090407,70014.85309562867,5455351935.2003145,39.420683481148444,117.8741216470001,Errorb'ABNORMAL_TERMINATION_IN_LNSRCH',0.30269622802734375,39.37788641413708,123.50877867422093,732.1796667286455
5,5,f_1,0.12623946928167498,1.0,-1.1289586047454936,75126.47887391853,6405704019.983981,74.15641946601681,117.07309992781506,Errorb'ABNORMAL_TERMINATION_IN_LNSRCH',1.3898725509643555,73.80111752501216,127.5632775908129,762.5383373465996
6,6,f_1,0.2355752961803812,1.0,-0.8196078487979278,68207.58520902746,5163228313.836532,18.67848028294975,117.37811996424136,Errorb'ABNORMAL_TERMINATION_IN_LNSRCH',0.5221261978149414,18.193119287215254,122.63660152625489,722.0398463692532
7,7,f_1,0.4753500414927915,1.0,-1.1320674023299437,49494.420363770914,2692636230.854168,174.43206368584651,117.08429578265404,Errorb'ABNORMAL_TERMINATION_IN_LNSRCH',0.906580924987793,173.74260734822042,107.77824573566586,613.6891496849663
8,8,f_1,0.0011001173187954634,1.0,-0.20290659385994103,69966.47383892491,5450509847.7708235,55.24995148136804,117.99597858249842,Errorb'ABNORMAL_TERMINATION_IN_LNSRCH',0.23771286010742188,55.21678346486426,123.50282064444859,731.8219384272868
9,9,f_1,0.5716522971646608,1.0,-1.202210725272146,58564.172684737336,3797811042.919871,3.6633253775944468,117.01424429284756,Errorb'ABNORMAL_TERMINATION_IN_LNSRCH',0.9880504608154297,2.907248465392612,115.84488179640853,664.7207044819895
