,row,output,mse,is_alpha_credible,log_lik,c_mean,c_var,post_mean,cost,status,post_var,y_test,ls_dim_1,ls_dim_2,ls_dim_3,ls_dim_4,ls_dim_5,ls_dim_6,ls_dim_7,ls_dim_8
0,0,g_4,801943546786836.0,1.0,-19.018645877683916,-54255952.09915009,4311231547115195.0,-88182330.30411854,1412.6635260156734,Converged,270025996440465.0,-116500938.08746192,4953.6086651261485,932113.816759318,540873.8895424198,1214.636805776416,171330.65772439464,378.4904935448807,29585.560470306234,46989.32211806852
1,0,g_5,1489206663562392.8,1.0,-19.326331284265514,4851779.552618131,4311231547115195.0,-58162587.994708195,1487.566381173574,Converged,502353317072253.5,-19572347.472493354,37167.4662377875,7423.9682289395705,27446.846720331225,397.6284115216292,1311.6899973577376,3688.32295785844,296.7878888560553,4987.035118218211
2,0,g_6,67716619509824.52,1.0,-17.424325561440686,-6708297.828838201,4311231547115195.0,40843625.51334849,1452.2388792304544,Converged,127642973995571.0,32614614.66696941,66139.89397187476,170707.3058552053,6673.553944281021,18260.66785712133,508.12864434003575,26919.580343796268,15380.989645513011,298.7912474292136
3,1,g_4,1595948585150.6423,1.0,-15.767143128274242,-56843740.37886396,4311231547115195.0,-140533430.99817863,1415.9051770000924,Converged,6062636324094.5,-139270122.41151002,4708.927326724341,651112.3668640148,437269.66872998525,1262.071294871821,92236.69351309944,381.40757467082784,38902.93875625745,37093.5692201053
4,1,g_5,81494168279543.78,1.0,-17.502448468243394,9421431.281886222,4311231547115195.0,-121311095.32486898,1485.437922517695,Errorb'ABNORMAL_TERMINATION_IN_LNSRCH',144084166349412.5,-130338507.37260136,113270.94689057277,6856.873048027817,84026.37482782535,370.9902410148875,1138.7807951966356,4552.493417121601,329.5093209445643,15551.072858610352
5,1,g_6,90365779859805.06,1.0,-17.680289274519403,-3634009.776859015,4311231547115195.0,67577273.5595291,1453.149640566128,Converged,41911112225351.0,77083365.28325053,134338.20842595788,123191.69168341765,6273.0357181944255,10665.967061834535,500.84902976425803,19026.606779154972,12607.266442682087,305.7472307148558
6,2,g_4,1154553491208034.5,0.0,-19.589661582715966,-47171170.1615082,4311231547115195.0,16747816.927828789,1412.4908390793444,Converged,284359864534820.0,-17230904.225387596,4709.147479052743,512057.7657775501,396064.80772661255,1283.1502773578989,58325.62291609852,389.3175606912981,37478.865768684685,31158.367627117863
7,2,g_5,469309794791520.3,1.0,-18.383529883562158,12629861.775994338,4311231547115195.0,-167161094.4358209,1484.4775519969958,Errorb'ABNORMAL_TERMINATION_IN_LNSRCH',851510516606386.5,-188824653.57995787,392321.02531328285,6648.391590552199,230356.96474799103,366.0452834011155,1122.344606807836,4195.753010094949,327.08226741795175,51704.51749616458
8,2,g_6,22834535022738.6,1.0,-17.152607980876162,-3497487.144571334,4311231547115195.0,-84638367.71512583,1453.2561544415478,Converged,100363612116497.0,-89416917.18360877,69559.65636417163,195161.12936280004,6106.004058135701,16465.901961849,462.6027415841573,31512.23158264041,17269.253304414837,331.98138257447187
9,3,g_4,554661231613.8549,1.0,-16.301942412964628,-55247154.810441665,4311231547115195.0,-212594833.48928803,1419.1400561732914,Converged,22426751694293.5,-211850077.6691605,4867.74009985692,275786.78447307745,207904.40315834095,1237.2763826167013,44478.200254369796,380.645800211134,11420.864421111943,16376.081765694234
10,3,g_5,138500920816204.6,1.0,-17.730349096634875,9161381.951659635,4311231547115195.0,103699046.50166138,1485.6301414248717,Converged,200634879046978.0,115467687.91926794,91979.19606955988,7038.111798209084,80860.98947037703,373.42555643948236,1057.8445954799936,4167.538434562541,311.6003012912846,11927.571788943404
11,3,g_6,1162527448246.7136,1.0,-16.78396430205974,-5172681.985578619,4311231547115195.0,-88568153.2418414,1453.5879500155922,Converged,59107776301580.0,-87489947.58045453,112586.5864845191,135425.32294931667,6207.629831879017,12313.211006742471,493.56282628538156,20438.712344488977,14178.77984584678,302.3484531821306
12,4,g_4,75734683801611.19,1.0,-17.405225452913363,-57339526.31553683,4311231547115195.0,65447344.60338834,1414.3421596968892,Converged,90139538057972.0,74149912.25906394,4624.3388260279135,1026530.7202671136,482893.19016817096,1262.3952530226697,128375.30019512062,382.5277324539094,31523.77518506864,30332.555149277447
13,4,g_5,169129109520023.34,1.0,-18.08278518634057,9395379.489075609,4311231547115195.0,60971268.84307022,1484.8270601359234,Errorb'ABNORMAL_TERMINATION_IN_LNSRCH',615036680796408.5,73976233.64579165,120964.0938257574,6823.190212974881,83926.12999311353,367.0066023382565,1133.291705490819,4381.821091909577,330.7141014195907,16699.22273266424
14,4,g_6,74160081494908.94,1.0,-17.463847648160208,-6629031.113862194,4311231547115195.0,-78466131.60389373,1452.0358804875714,Converged,136253439633639.5,-87077756.39221962,62535.089895032645,188679.8850054225,6443.424674159205,21246.434341156233,492.78835521882627,27428.79050979064,17179.209833109202,304.02123998524536
15,5,g_4,61783882903427.33,1.0,-17.403184730041787,-57110186.4493341,4311231547115195.0,-55102897.6998312,1414.236121784204,Converged,34255296059091.5,-62963170.14443688,4732.0440207658385,861922.2583923672,483600.5416151554,1286.3811522870112,137368.39099016512,377.3341661158904,32419.65324578836,44399.98411042164
16,5,g_5,1497898087429270.8,1.0,-18.893773180858982,6865228.096029695,4311231547115195.0,57568779.810750365,1484.1209793994044,Errorb'ABNORMAL_TERMINATION_IN_LNSRCH',1687521710156498.5,96271468.18545207,108130.24113362271,6795.029070435489,72149.96382535543,369.50842704973144,1156.0144535107154,4565.933047723752,330.20979359253477,14553.035616241112
17,5,g_6,27576643005788.625,1.0,-17.054856711588968,-7085601.464269944,4311231547115195.0,164123932.02178067,1452.7465326019992,Converged,69811583572239.5,158872585.24159288,72789.2497097631,146861.54693570992,6450.553159786999,16353.424929857987,496.18608790790137,24559.39584150612,11620.155411384112,300.9130106875358
18,6,g_4,2590917444833.1084,1.0,-15.848206778481128,-55740178.29808582,4311231547115195.0,29521584.436708316,1415.2867326121786,Errorb'ABNORMAL_TERMINATION_IN_LNSRCH',6041602717339.0,31131217.14165473,4665.945010789012,2105624.8532213285,1121325.4957519707,1247.8454129110842,402071.56206602004,383.23779320468054,43838.94720134227,102443.0284606158
19,6,g_5,89593127308345.31,1.0,-17.779962879831682,9834707.591078691,4311231547115195.0,-65946089.4811523,1485.2046053486406,Errorb'ABNORMAL_TERMINATION_IN_LNSRCH',339341527082979.0,-75411454.09686285,101296.04248733386,6860.9576752974,84456.5609273829,369.2917618190848,1141.4161156567818,4303.759554231093,330.37010491515133,12653.720696662715
20,6,g_6,70903019894073.33,1.0,-17.564765587598593,-5655051.447672155,4311231547115195.0,41102455.48688981,1452.1637037719522,Converged,202423581356652.0,32682062.39071708,76246.12166514908,156954.63538445445,6221.9432753841,16677.39425643397,497.7415150484729,25027.402723331215,15752.555139621394,303.02083196466856
21,7,g_4,5524074903.718674,1.0,-16.623911482588987,-57052474.70792067,4311231547115195.0,-193022505.54682696,1414.6315819416109,Converged,43763430870672.5,-192948181.42622188,4708.420050328913,1760897.6139253024,856822.6149255802,1247.0363943952811,321705.1316811984,378.44559007624986,37293.89706343623,81614.97634283088
22,7,g_5,20747854470616.5,1.0,-17.28746755036067,8678049.353943892,4311231547115195.0,-94675367.32945293,1486.5406321160945,Converged,142682881996544.5,-90120386.04841384,60095.290488554114,6841.8505559271225,46030.52076457719,380.42338119309255,1102.4832720362697,4174.945124530955,334.6142267473456,7895.478447599968
23,7,g_6,13911881420549.426,1.0,-16.810743566464144,-5777319.473795723,4311231547115195.0,95644028.85332124,1452.9481571598847,Converged,47431345314377.0,99373892.31202176,75554.71136686509,159438.8179128974,6213.563026764625,15913.563932334928,512.4640323893865,27556.091015558588,16632.296770337925,301.1032056453408
