,x0,x1,f_1
0,-1.211328549186525,2.656814142781947,43.196270552399916
1,4.338457340004837,11.994989841937942,116.0783004809912
2,6.814469639667946,12.890351548408544,156.0351404886465
3,0.9349215497904035,6.888990805150084,20.828427622934164
4,6.37001860038648,5.554799837721563,39.37788641413708
5,9.210821210686076,10.855218216518946,73.80111752501216
6,-0.7290493704746881,8.244750398933578,18.193119287215254
7,-4.620935880694888,3.2825168194721033,173.74260734822042
8,7.339518241157224,7.641097344574092,55.21678346486426
9,2.5342325037948,1.906312768762001,2.9072484653926116
10,-3.7552573859035947,11.541430093472789,7.24391782236975
11,5.481273237644052,0.9594015936509269,16.715935535389175
12,8.856477680101584,1.659083253467616,2.050261205485702
13,-2.159960791953768,3.7148828944105263,44.67641338195756
14,-3.2630610454363254,12.041699055864807,0.7464982326901666
15,9.418167070741868,4.684734414109072,5.305674284808957
16,7.859954039386775,9.379257616787783,72.4773615383323
17,1.4982492045137183,11.050747740747797,61.751283904870405
18,4.627194421028889,9.021113728380689,67.24066843959956
19,3.5321404485391295,10.169556718600527,68.02391048317767
20,-2.8281578586028067,9.794072342541414,3.8945538558861017
21,-2.4538931964520425,6.6184538632935235,19.104062604327343
22,5.534202288643259,5.154766829724534,33.081556078032946
23,1.1854076142634682,8.843763286911434,34.30183077147618
24,-1.9784154649937582,0.7358147056779533,85.73448314439281
25,-0.29392666912859955,5.76557646732139,19.699228363880636
26,0.040573938015016964,6.107142032355698,19.623623907541067
27,7.70788906853436,0.32572467307104763,12.568193183631754
28,0.38159312970702874,13.583848439444795,85.69895411399258
29,9.668900131160353,8.61120845229023,35.75963264232677
30,-4.196378119230187,14.62955792800868,5.36720219854734
31,2.4105664868940515,4.488704560015365,5.330599828614707
32,3.856831773743597,13.141184966981466,131.75255001528717
33,5.912921003546046,12.709178667636776,153.58689548299913
34,2.906540052293124,3.9478879159073625,2.859561335815025
35,2.01286342429717,14.622361798544738,133.63924871458204
36,8.152286127386573,2.2776737117757744,7.622651203603765
37,5.058197522233884,7.332695356650495,50.194777432687715
38,-4.735159164816314,1.488488450857162,233.5504835734039
39,-1.5944942072592876,14.071161691563807,36.86454994117287
