,x0,x1,x2,x3,f_1,f_2,g_1,g_2,g_3,g_4
0,2.4049447085569455,3.320740878005613,0.6521910121555476,1.327719534562558,21.939041089460396,5.959959663883958,13593.83029312005,29107.569154837947,-1.0772251739943874,91014.1615761739
1,0.5092156958551757,7.194225499574135,8.433793454040686,0.5500306772866594,6.790818098346881,0.006653011883359424,13594.38891588068,29987.11757263664,0.040814981431483766,63227.81656706003
2,3.8514851438953306,8.806563901800263,6.044878358094205,3.037148552652717,164.45906298108156,0.003272241601121029,13599.41655292664,29995.458604032305,-0.8143365912426135,9087344.883865435
3,4.342693396277911,8.25786490357369,4.580766874041182,3.391232359318579,188.67665110942357,0.0067344475704399455,13599.403702209001,29992.917336502276,-0.9514610369593317,10065043.021001143
4,2.0048159255649782,1.6217940251188956,4.010479231129865,2.3705728958571877,14.346226978661209,0.014355950910281414,13593.046543940556,29986.781423808185,0.36575697029220944,3061455.0219016983
5,0.33662914121676313,0.4501194706224384,9.549189803858447,1.3464884469515142,8.995080855363234,0.0018722846882562483,13513.461277542103,29995.895173043493,1.009859305734751,1096396.5288463007
6,3.529500979924974,7.793624042849465,2.7365546616933387,1.7421200531750403,112.2527949182449,0.06148704641875156,13598.947514765667,29961.36826603064,-1.7873809267499339,858426.7619655677
7,4.625303662510514,2.821726377331872,1.643950238309065,4.0910116699117935,72.13022118742768,0.12077509094891077,13598.200029161666,29954.414945001903,-0.5342919925987202,6943486.926056217
8,0.7893210483898787,8.639293265056981,0.12461174470793793,2.2740801580413117,6.254770389804567,498.87460289973274,13591.678465841062,15727.27775713422,1.484759109651433,88549.37751049967
9,0.991925886836842,1.484857791786711,9.812685117272364,0.15643006166217152,2.757493798851672,0.014852182907757153,13591.243609260717,29966.539332969347,-0.8354958251746705,-4241.811172125217
10,4.998152521123535,6.7991014281536355,1.0212610656342755,0.2638590215276254,187.90678700352186,7.8107335104774815,13599.138483247887,28168.592289421933,-4.73429349959591,-4820.334776239282
11,1.8116157042855983,9.690615216423796,9.469284875856307,1.5673821226099145,52.05057630972231,0.0016494822961338317,13598.971617662959,29996.413909187806,-0.24423358167568376,1723596.0860046574
12,2.0901932642716483,5.3494516342911576,8.96797941648033,1.7074740157732453,40.072990357988196,0.0017825272687767512,13598.61268480289,29996.329821155578,-0.382719248498403,2152589.5016986034
13,0.9684776044439922,3.2922684366365766,2.4258029235805676,3.96719349096814,11.41751789293763,0.0387636055742732,13586.029203961698,29978.4108211843,2.9987158865241477,9128936.671356462
