,row,output,mse,is_alpha_credible,log_lik,c_mean,c_var,post_mean,cost,status,post_var,y_test,ls_dim_1,ls_dim_2,ls_dim_3,ls_dim_4,ls_dim_5,ls_dim_6,ls_dim_7,ls_dim_8
0,0,f_1,0.021293930175503278,1.0,-1.6678567843698002,259.52867989384947,62657.49839199128,126.35327166257036,84.67008348737379,Converged,4.450658476358512,126.49919606140587,0.21549137064707047,4691480.667237292,4311231547115195.0,1080.4865586012554,4311231547115195.0,1043.9758665077584,3136.9074517945546,28000.22325135304
1,1,f_1,26.181716201861356,0.0,-4.0366042584370945,247.061377765821,98541.60407103886,46.84239877859645,82.92866888648612,Converged,5.861162527566194,51.95920600594646,0.24365400349704858,3747919.3141583586,4311231547115195.0,1325.0109770120257,4311231547115195.0,1352.9363562657663,3487.581937123284,46657.69681090608
2,2,f_1,2.2497978530360427,1.0,-2.2672348495179406,268.9267087803018,72489.63466655514,128.51279841494483,84.06041911180716,Converged,12.361582150493632,127.01286579877967,0.22076883753784815,5369900.712706529,4311231547115195.0,1141.4100257108219,4311231547115195.0,1088.14838053483,3344.2060149417825,29940.54731219006
3,3,f_1,0.8737044541714785,1.0,-2.073591341721103,262.70451065511196,65342.22028153651,23.259208562522588,84.25772667935345,Converged,9.150656668447482,24.193930154319567,0.21636768151510424,4740766.962716798,4311231547115195.0,1100.5074999486558,4311231547115195.0,1059.5876063059345,3225.204768158399,28441.489842953244
4,4,f_1,1.880421084641044,1.0,-1.8783559620814236,250.45440067616678,69048.9885362707,123.16559812300707,84.49757525944703,Converged,4.475946880542324,124.53688258825892,0.2152694993254954,6670213.49214717,4311231547115195.0,1140.5197292445414,4311231547115195.0,1062.2818822952984,3284.947469744091,29849.91807110111
5,5,f_1,13.39283103530405,1.0,-2.8078370422307652,255.87760954245914,73361.83262458991,52.813786482628075,83.53138222755582,Converged,26.246138135145884,56.47340818921252,0.23002839033264988,6141483.000228066,4311231547115195.0,1126.9504630112967,4311231547115195.0,1072.366629792935,3330.6972446270274,28374.15568757069
6,6,f_1,29.89378339598503,0.0,-4.534080263265635,186.935753496783,58470.342080468195,176.45311620651816,82.63670288792333,Converged,5.39049611162045,181.9206369788596,0.21348582243772665,4311231547115195.0,4311231547115195.0,998.9046202900961,4311231547115195.0,1113.7266377616493,3209.259118231846,31495.357552987618
7,7,f_1,274.0615582536878,0.0,-6.2835359393281385,177.79133706121902,34060.27872433562,172.32375559287212,82.90444663931332,Converged,38.753141632485494,188.8785602807471,0.1918863164888575,1064006.6563998908,4311231547115195.0,932.6101195454663,4311231547115195.0,605.8134435576258,3105.440279187693,47589.115512409255
8,8,f_1,29.86133851499684,0.0,-4.155531321842325,222.70033575765103,69117.82526191672,116.47536673452453,82.67637910305727,Converged,6.486771717303782,111.01081382371866,0.2242227846823474,5583823.851240747,4311231547115195.0,1196.1356746755641,4311231547115195.0,1228.5113197456008,2983.4988765616345,38085.83585027596
9,9,f_1,0.5654206289756336,1.0,-2.273617306682852,262.1958805041829,62735.97035122579,90.67243421574199,84.08777554235304,Converged,14.442988860377227,89.92048965064717,0.2207975965240073,5319370.460705695,4311231547115195.0,1078.0500696744386,4311231547115195.0,1005.3575182764897,3155.239418558662,26261.666896033297
10,10,f_1,0.21616324879341586,1.0,-2.3445391808472817,256.3310603856506,63436.7809925824,23.382363434372394,83.99883579592789,Converged,17.091026029498607,23.847297030484157,0.21255999336952727,5123766.240712676,4311231547115195.0,1098.8525648856235,4311231547115195.0,1068.5016397101938,3193.036580298848,27402.10488033505
11,11,f_1,0.9601260019040966,1.0,-1.7766762389890303,248.07098630365016,60788.10269347454,25.668215373549344,84.57136936202225,Converged,4.48877895649639,26.648075568630304,0.21596663245393385,5022675.064870752,4311231547115195.0,1073.855785673249,4311231547115195.0,1046.2715450078067,3047.849267482189,27399.226860708157
12,12,f_1,9.468728907095077,1.0,-2.8172180942392533,224.71213444180626,68673.85474257385,149.75491340342023,84.13269539045578,Converged,3.8791115656204056,146.6777834245121,0.21199832343744054,4311231547115195.0,4311231547115195.0,1139.3636288155913,4311231547115195.0,1027.814366302077,3336.3199690383426,31230.83671375456
13,13,f_1,40.54104596294492,0.0,-4.685920595098064,284.4208221908896,80521.60246383345,82.50191300715716,82.85746825049019,Converged,7.312010426161578,76.13472791773617,0.24905532442463177,1839632.444783232,4311231547115195.0,1302.5367596423446,4311231547115195.0,1190.8366870948023,3940.9068853598324,29110.689121483483
14,14,f_1,7.670055066455309,1.0,-2.510779053296199,297.77470574473955,68496.81306990469,53.697197923267595,84.06208727088654,Converged,4.669186867249664,56.4666843497473,0.23019259461497782,3620776.551748268,4311231547115195.0,1145.918845965168,4311231547115195.0,1067.6889500673929,3562.0559248146396,24964.190692217573
15,15,f_1,1.0178134269022712,1.0,-1.6887383208668136,251.81300292160134,65861.94856940149,54.79949642408022,84.69629717933532,Converged,3.48045330576133,55.80836382215703,0.21653974140914306,4009765.101997392,4311231547115195.0,1052.576173223983,4311231547115195.0,1064.2341638824291,3185.7156527301418,33340.8819548556
16,16,f_1,2.5589814472162993,1.0,-2.1303760474009295,249.35317139067058,67075.97911490091,37.57816579220264,84.22061321924052,Converged,8.27971634673304,35.9784841216143,0.22325309380671135,5508053.5755374925,4311231547115195.0,1071.8564518488865,4311231547115195.0,1090.4087279355397,3129.0643130692233,28893.88294726572
17,17,f_1,0.37285948987014966,1.0,-1.4142625441754568,264.5707222336977,62672.08706232354,91.5139794712149,85.01162748123171,Converged,2.2880188189737964,92.1246016865577,0.21971621464252453,6134036.78088985,4311231547115195.0,1110.6755312346343,4311231547115195.0,1028.319321548029,3221.3399981289344,23572.395441975572
